userID,username,email,password,permissionLevel
331,Michael2Wilson,Michael2Wilson@proton.me,]OrB(5Ymq/*;,1
332,Thomas1Gonzalez,Thomas1Gonzalez@outlook.ca,zEZV;+%5;J^c,1
333,John1Garcia,John1Garcia@uwaterloo.ca,G4f&J0Z{Pq~B,1
334,Michael1Taylor,Michael1Taylor@outlook.ca,ku&_\JI_9CZ8,2
335,Matthew1Wilson,Matthew1Wilson@outlook.ca,kO~xEG~v\=A0,1
336,Matthew1Williams,Matthew1Williams@outlook.ca,9sn0=@5=hw(.,1
337,Karen1Thomas,Karen1Thomas@outlook.ca,<GDc/lC$l`}n,1
338,William2Hernandez,William2Hernandez@outlook.ca,I8U[||Q|myO&,1
339,James2White,James2White@outlook.ca,"[G\0KM""zf{kW",1
340,Patricia1Anderson,Patricia1Anderson@proton.me,'7Yo7i#Jz0FG,1
341,Barbara1Hernandez,Barbara1Hernandez@uwaterloo.ca,{m/2jg~=#oaf,2
342,Susan1Jackson,Susan1Jackson@uwaterloo.ca,5QdS+70T|t\i,1
343,Barbara1Williams,Barbara1Williams@gmail.com,<AWq*=BxB?*),1
344,Matthew2White,Matthew2White@proton.me,";@eBb:OP""H?E",1
345,Matthew1Perez,Matthew1Perez@gmail.com,!'FQv2d<R?s3,1
346,Robert3Perez,Robert3Perez@proton.me,F$YEuSpN6-D?,1
347,Lisa1White,Lisa1White@yahoo.com,x9S.y8J8JxE`,1
348,Charles1Davis,Charles1Davis@outlook.ca,0!@P#%vY?pD1,1
349,James2Davis,James2Davis@outlook.ca,!g?v'5JO|CkC,1
350,Charles1Thomas,Charles1Thomas@gmail.com,wPl)7ok*2seY,1
351,Christopher1Hernandez,Christopher1Hernandez@gmail.com,"e'YyOX6-""\D.",1
352,Linda1White,Linda1White@proton.me,~_xO=u<&4i2E,1
353,Charles3Johnson,Charles3Johnson@outlook.ca,!GE>DBJ^GbbH,2
354,Sarah1Brown,Sarah1Brown@outlook.ca,x}*AM^#-czPq,1
355,Mary1Martinez,Mary1Martinez@gmail.com,;~9z!Hr5{i\],1
356,Robert3Martinez,Robert3Martinez@uwaterloo.ca,vk$Ljr['q.:y,2
357,Michael2Gonzalez,Michael2Gonzalez@yahoo.com,@b!-WYtt>^&[,2
358,Daniel1Taylor,Daniel1Taylor@proton.me,bea?d@n2T7!J,1
359,Richard2Harris,Richard2Harris@proton.me,Y`i^rXrXJ.Q@,1
360,Joseph2Williams,Joseph2Williams@uwaterloo.ca,"Cc,~/6m,(sDv",2
361,Thomas2White,Thomas2White@outlook.ca,uTiMJ}}cEi-c,2
362,Charles2Davis,Charles2Davis@uwaterloo.ca,PnP#6MjTj<c#,2
363,Linda1Martin,Linda1Martin@yahoo.com,d1kJ$hG|6wB#,1
364,Christopher2Hernandez,Christopher2Hernandez@outlook.ca,4sYLm<G!&P!J,2
365,Matthew2Wilson,Matthew2Wilson@yahoo.com,4|Kr^#%ENXUV,2
366,Christopher1Martinez,Christopher1Martinez@proton.me,|b@(`Yx)Ga@^,1
367,John1Lee,John1Lee@gmail.com,pqNJUMkEVQKx,2
368,Richard2Davis,Richard2Davis@outlook.ca,oS19!f\IukA},2
369,Charles1Garcia,Charles1Garcia@gmail.com,iPl(<yZ>k*Y2,2
370,Patricia1Brown,Patricia1Brown@proton.me,z:a(@k!cP)17,2
371,Linda1Gonzalez,Linda1Gonzalez@outlook.ca,6KQSvo+o*'6*,1
372,Nancy2Jones,Nancy2Jones@outlook.ca,"K,BI3#AF\L&M",1
373,Jessica2Thomas,Jessica2Thomas@uwaterloo.ca,pc7h_&W*Nk$!,2
374,James1Garcia,James1Garcia@outlook.ca,wP0%'8`TR-T`,2
375,Matthew3Lee,Matthew3Lee@proton.me,#aAq%xpn`z&P,2
376,James2Hernandez,James2Hernandez@uwaterloo.ca,zDPj[!IQ)F$P,2
377,Jennifer1Taylor,Jennifer1Taylor@yahoo.com,+sp7xBgczzej,2
378,William1Rodriguez,William1Rodriguez@yahoo.com,v5@}uZPIB67-,2
379,John2Johnson,John2Johnson@yahoo.com,"b5y(The{,1dH",2
380,David1Lee,David1Lee@uwaterloo.ca,"E#"";v5vq[oN.",2
381,Sarah2Lee,Sarah2Lee@gmail.com,CL8yP7o&yDL>,2
382,William2Johnson,William2Johnson@gmail.com,eB&2|5K7`6hj,1
383,Mary2Miller,Mary2Miller@outlook.ca,U_cTRH)Ftmg>,1
384,Robert1Thomas,Robert1Thomas@uwaterloo.ca,%o=D]_>fs%Of,1
385,William2Jones,William2Jones@proton.me,R7b$WX`(U7K(,2
386,Michael3Wilson,Michael3Wilson@uwaterloo.ca,2KJXnH-?dH4_,1
387,William1Lee,William1Lee@gmail.com,^2dC!h(-<<g5,2
388,Joseph2Brown,Joseph2Brown@outlook.ca,"-{|""Un}N<BmD",1
389,Charles1Hernandez,Charles1Hernandez@uwaterloo.ca,"y'H9""pcW=_c4",1
390,Charles2Wilson,Charles2Wilson@outlook.ca,cf8p2[R2$gw~,1
391,Susan1Thomas,Susan1Thomas@proton.me,"k_,u*uYl~0j%",2
392,Daniel1Harris,Daniel1Harris@outlook.ca,_`&?'HvCe[{Q,1
393,Charles2Garcia,Charles2Garcia@uwaterloo.ca,"!G"",9EeMI1bQ",2
394,Karen2Taylor,Karen2Taylor@proton.me,hh*z^0oVc#_$,2
395,David3Harris,David3Harris@gmail.com,:$`pr\54t45P,1
396,Daniel1Davis,Daniel1Davis@gmail.com,zYK*jY^XRl#3,2
397,Robert2Thomas,Robert2Thomas@yahoo.com,&Xl.+S55/r!:,2
398,William2Miller,William2Miller@yahoo.com,"%q2frd,QqJqV",2
399,Sarah1Moore,Sarah1Moore@yahoo.com,_JGq`_HUa5\H,1
400,Matthew1Gonzalez,Matthew1Gonzalez@gmail.com,"R;2mS,KH4mOq",1
401,Michael3Martinez,Michael3Martinez@uwaterloo.ca,-9e53\;UBYA),1
402,Thomas2Thomas,Thomas2Thomas@uwaterloo.ca,;YE-xGsJz$QC,2
403,Joseph2Lee,Joseph2Lee@gmail.com,KlW!K{gY!3NQ,1
404,Lisa3Davis,Lisa3Davis@uwaterloo.ca,"]&kybB{4PeF""",2
405,Elizabeth1Harris,Elizabeth1Harris@proton.me,3OE2lTGU+#+5,2
406,James3Rodriguez,James3Rodriguez@yahoo.com,Nu)[RMR~}).9,1
407,Daniel1Smith,Daniel1Smith@outlook.ca,l>i0JvnZsNlx,1
408,Karen1Brown,Karen1Brown@gmail.com,)JG@>Yy>]V34,1
409,Thomas2Lee,Thomas2Lee@proton.me,3t>O{TFhV]~n,1
410,Jennifer1Moore,Jennifer1Moore@uwaterloo.ca,!>_BAbsUxYe7,2
411,Robert1Lopez,Robert1Lopez@gmail.com,9b#fTF?3W!v\,1
412,Mary2Rodriguez,Mary2Rodriguez@yahoo.com,A\YW;![UKNHJ,1
413,Linda2Williams,Linda2Williams@outlook.ca,t2dcd:.lVX4J,1
414,Lisa1Lee,Lisa1Lee@gmail.com,|wyCx-nRAI^%,2
415,Joseph1Jones,Joseph1Jones@yahoo.com,wNx?e<3YVuYZ,2
416,Matthew1Rodriguez,Matthew1Rodriguez@yahoo.com,vHc;fq-o|3rb,1
417,Mary1Thompson,Mary1Thompson@proton.me,"l""p';IE\}@N:",2
418,Patricia1Jackson,Patricia1Jackson@uwaterloo.ca,"G,n_~,L^/f8X",1
419,William1Lopez,William1Lopez@uwaterloo.ca,Um;#sjQTMF#{,1
420,Mary1Martin,Mary1Martin@proton.me,=2=up&^fT_\I,2
421,Patricia3Lee,Patricia3Lee@uwaterloo.ca,|Z$:l$zDA'-y,1
422,Matthew2Rodriguez,Matthew2Rodriguez@outlook.ca,"ur|I;+""S[Imx",2
423,James1Jackson,James1Jackson@outlook.ca,RbHjw#8>}/6b,2
424,Robert1White,Robert1White@proton.me,@e^;AouipU5Y,2
425,Charles3Wilson,Charles3Wilson@uwaterloo.ca,pvdEX?wp#%OJ,1
426,Jennifer2Lopez,Jennifer2Lopez@yahoo.com,qQcT~C']\MWx,2
427,Elizabeth1Jones,Elizabeth1Jones@uwaterloo.ca,bK9aoV[(.gp(,2
428,James4Rodriguez,James4Rodriguez@uwaterloo.ca,2X;}-z9bsq$/,1
429,Susan2Brown,Susan2Brown@yahoo.com,~\TCc-o!dWTT,1
430,Mary3Miller,Mary3Miller@gmail.com,tim6IQ[soZmc,2
431,Thomas2Wilson,Thomas2Wilson@yahoo.com,`J)tJGN\}Kr#,2
432,Michael1Johnson,Michael1Johnson@proton.me,"wS=q@x""8(/>k",1
433,Robert2Moore,Robert2Moore@proton.me,"x=Zmp@""k!.lm",2
434,Daniel1Lee,Daniel1Lee@uwaterloo.ca,%?9AuG{X@E69,1
435,Robert3Harris,Robert3Harris@yahoo.com,OKAi09bu>+6R,1
436,Karen1Hernandez,Karen1Hernandez@uwaterloo.ca,p`p'.(qdFTV;,2
437,Susan1White,Susan1White@uwaterloo.ca,'/An3JT#nB?Q,1
438,Charles2Lopez,Charles2Lopez@uwaterloo.ca,ot.\\7)Gi(-\,2
439,Sarah1Jackson,Sarah1Jackson@yahoo.com,"g>Fn4~gC*HJ,",1
440,David1Anderson,David1Anderson@proton.me,"o=w/Z$F,IywI",2
441,James2Johnson,James2Johnson@yahoo.com,`zAA7F(!kV'k,2
442,Linda1Jones,Linda1Jones@gmail.com,=g74E|Ht/6nD,1
443,James1Anderson,James1Anderson@uwaterloo.ca,A5UQ^=RNvaKx,2
444,John1Miller,John1Miller@yahoo.com,\SK2@B069D__,2
445,Jennifer3Garcia,Jennifer3Garcia@yahoo.com,SBb}PT|vBNVN,1
446,Michael2Moore,Michael2Moore@proton.me,+1L09Dvi\&m2,1
447,Lisa1Taylor,Lisa1Taylor@proton.me,+T^|@tVMSL^@,1
448,Christopher1Gonzalez,Christopher1Gonzalez@proton.me,M<tIS\[ps$hh,1
449,Jennifer2Brown,Jennifer2Brown@yahoo.com,"98B:W>^,8Cmd",2
450,David1Thompson,David1Thompson@gmail.com,t}|RjEnu?:'\,2
451,Patricia1Thomas,Patricia1Thomas@yahoo.com,"@==R(Awg6LC,",1
452,Sarah1Williams,Sarah1Williams@proton.me,WLXRD<.k9r~F,1
453,Joseph2Rodriguez,Joseph2Rodriguez@gmail.com,9'%tJ.2)NIlS,1
454,Susan2Johnson,Susan2Johnson@uwaterloo.ca,"0A7E,o}/G_w]",1
455,Matthew1Martinez,Matthew1Martinez@gmail.com,"G&V`Wt1C"")(u",1
456,Jennifer3Lopez,Jennifer3Lopez@uwaterloo.ca,K$PnzH=M+Rku,1
457,Christopher2Gonzalez,Christopher2Gonzalez@yahoo.com,x{mZfu|z86uL,1
458,David2Garcia,David2Garcia@uwaterloo.ca,"5eh-LBqUZ,w\",2
459,Matthew2Williams,Matthew2Williams@uwaterloo.ca,zH}XB/A$9I$\,1
460,Charles2Rodriguez,Charles2Rodriguez@gmail.com,~6S[.jTTc<tO,2
461,Jessica3Garcia,Jessica3Garcia@proton.me,lJX0!CVncEKl,1
462,Michael1Perez,Michael1Perez@uwaterloo.ca,k7<{qaE|EQ:},2
463,Christopher2Lee,Christopher2Lee@gmail.com,ss.uuXb0%29),2
464,Patricia3Davis,Patricia3Davis@uwaterloo.ca,^h(xS=RywYC\,2
465,Susan2Williams,Susan2Williams@proton.me,A}?E$qZE5DFW,2
466,Lisa2Moore,Lisa2Moore@yahoo.com,ayuPGiLEyB9F,1
467,William2Lopez,William2Lopez@gmail.com,"MNk""9Zo`[n=f",2
468,Patricia1Gonzalez,Patricia1Gonzalez@yahoo.com,"SA""g\&EhK#A5",1
469,Patricia2Brown,Patricia2Brown@outlook.ca,P/6(Kh[++?tQ,1
470,David1Moore,David1Moore@outlook.ca,"I""DImcop{oj1",1
471,Jennifer2Wilson,Jennifer2Wilson@outlook.ca,$0#KsZ?.#GYI,2
472,Matthew1Thompson,Matthew1Thompson@gmail.com,Vi{e[_Hyxgrr,2
473,William1Thomas,William1Thomas@outlook.ca,%O#@N8<j{1cu,2
474,Thomas1Perez,Thomas1Perez@proton.me,RWv1mJNDV15h,1
475,Michael1Anderson,Michael1Anderson@proton.me,;X!bX.V9;\J6,1
476,James1Taylor,James1Taylor@outlook.ca,r$Qj<<Cl8bw?,2
477,Elizabeth1Anderson,Elizabeth1Anderson@gmail.com,5#4)?_GLfLUe,1
478,Thomas3White,Thomas3White@uwaterloo.ca,n&Xi%2;wonlM,2
479,Nancy1Moore,Nancy1Moore@yahoo.com,":IA'$""D/zL}\",1
480,Charles4Johnson,Charles4Johnson@proton.me,"N7ANq,#C:<Yg",2
481,Karen1Jackson,Karen1Jackson@uwaterloo.ca,FS=#Jb|M<GTu,1
482,Susan1Martinez,Susan1Martinez@yahoo.com,QmZ(ro~OKgp7,1
483,Richard2Jackson,Richard2Jackson@outlook.ca,*fm#3p;G>R7M,1
484,Richard1Martin,Richard1Martin@uwaterloo.ca,%zNOJa<1tNBm,1
485,David1Davis,David1Davis@gmail.com,o4[BV{74Cj-#,2
486,Thomas3Wilson,Thomas3Wilson@gmail.com,?<V05q=G|K$E,2
487,Mary1Taylor,Mary1Taylor@uwaterloo.ca,"Uf,gV4i2~Zj)",1
488,Linda2Jackson,Linda2Jackson@outlook.ca,k1jWwxT@I;9;,2
489,David1Rodriguez,David1Rodriguez@proton.me,"sA)_-""{u)5</",1
490,Robert1Thompson,Robert1Thompson@yahoo.com,v1&Qw@i6L+r\,1
491,John2Garcia,John2Garcia@uwaterloo.ca,B}$W`xN~(Lw_,2
492,Nancy2White,Nancy2White@uwaterloo.ca,"""o""}>hVcj9Om",1
493,Barbara2Hernandez,Barbara2Hernandez@yahoo.com,\JxVfKmwJ\XB,1
494,Matthew1Miller,Matthew1Miller@yahoo.com,LmJD{E}{dv$7,1
495,James1Smith,James1Smith@outlook.ca,Xj$f+U#!WlHi,2
496,Linda1Martinez,Linda1Martinez@proton.me,"6I+}3Z""GR7;3",2
497,Linda3Jackson,Linda3Jackson@yahoo.com,"4,S}'Qe`@9z(",1
498,James2Taylor,James2Taylor@outlook.ca,"2O@JXSi7Q""ay",1
499,Patricia1Rodriguez,Patricia1Rodriguez@yahoo.com,2Sb1B=GUN7fk,2
500,James2Smith,James2Smith@outlook.ca,<)t%6K?'#b`q,1
501,Richard3Jackson,Richard3Jackson@uwaterloo.ca,"zK$F`,>e-8,d",1
502,Robert4Perez,Robert4Perez@proton.me,Wp10sbblG/o%,1
503,Joseph1White,Joseph1White@outlook.ca,"{[{9gkC&""U~{",2
504,Lisa1Thompson,Lisa1Thompson@outlook.ca,"HVN""JqKM/p~V",1
505,Richard1Smith,Richard1Smith@outlook.ca,"G:""p'z7]MyD<",2
506,Elizabeth2Moore,Elizabeth2Moore@yahoo.com,sAZEPTx')@F?,2
507,Jessica1Rodriguez,Jessica1Rodriguez@proton.me,"~xE""=[3|/*}L",1
508,Mary1Johnson,Mary1Johnson@yahoo.com,6eIeQDa_G^xs,2
509,Nancy1Davis,Nancy1Davis@uwaterloo.ca,V)5x$}3j+_]P,2
510,Patricia3Brown,Patricia3Brown@uwaterloo.ca,bEp*l6f>%oBC,2
511,John1Brown,John1Brown@outlook.ca,"6LfLw%[""-n[(",1
512,David1Williams,David1Williams@outlook.ca,>#xJ;mGu0/!y,2
513,Daniel2Rodriguez,Daniel2Rodriguez@gmail.com,5ks`YG?XjF~y,1
514,Matthew3Jackson,Matthew3Jackson@gmail.com,5Y@X@sZ^U?2d,1
515,James2Miller,James2Miller@gmail.com,:-)d*c^Vf:T~,1
516,John2Lopez,John2Lopez@uwaterloo.ca,mF#>H_Iv96hq,2
517,Matthew2Davis,Matthew2Davis@gmail.com,M#\'9gQC\eoM,2
518,Susan2Smith,Susan2Smith@proton.me,"?Pd""UA8gFhcq",2
519,Richard4Jackson,Richard4Jackson@outlook.ca,DFvM_Ro`?&Q{,2
520,Elizabeth1Jackson,Elizabeth1Jackson@gmail.com,"^=s^_$'B*0F""",2
521,Susan2Anderson,Susan2Anderson@uwaterloo.ca,ueOkla(kTxXJ,1
522,Patricia1Johnson,Patricia1Johnson@outlook.ca,"dw6""|G}NiKU@",1
523,William2Lee,William2Lee@yahoo.com,6b!4sDnHiSw;,1
524,Daniel2Harris,Daniel2Harris@outlook.ca,"L""ya&s@yewY_",1
525,Daniel2Taylor,Daniel2Taylor@uwaterloo.ca,",_vVu+^7EGX!",1
526,Christopher1Davis,Christopher1Davis@outlook.ca,"w&LnsL""Ez~s<",2
527,Karen3Harris,Karen3Harris@gmail.com,.v}k<o7Mc?eW,1
528,Robert1Gonzalez,Robert1Gonzalez@uwaterloo.ca,Bg38l~X7b6l~,1
529,Thomas1Lopez,Thomas1Lopez@outlook.ca,"Gy,y'+-e_I~C",1
530,Jessica2Rodriguez,Jessica2Rodriguez@gmail.com,]R/'2z=ksB}a,1
531,Joseph1Davis,Joseph1Davis@gmail.com,676IQC>B*]`|,1
532,Susan2Martinez,Susan2Martinez@uwaterloo.ca,+c)LCQ:4tFA2,1
533,Barbara1Anderson,Barbara1Anderson@yahoo.com,_K_}~YUJtvNV,1
534,Elizabeth1Williams,Elizabeth1Williams@uwaterloo.ca,MO1st)Z8]\Rl,1
535,Matthew1Moore,Matthew1Moore@uwaterloo.ca,*Pg^sq`k_L}/,2
536,Patricia1Moore,Patricia1Moore@yahoo.com,68'kQ<L%<zWs,2
537,John2Lee,John2Lee@uwaterloo.ca,_;<2a#J!rd7-,2
538,Barbara2Jackson,Barbara2Jackson@yahoo.com,Lz{2mG>X<F&),2
539,Nancy1Gonzalez,Nancy1Gonzalez@yahoo.com,0_oUyZ)8er+],1
540,Mary2Anderson,Mary2Anderson@outlook.ca,Le<cqt|]Z2he,1
541,Linda1Johnson,Linda1Johnson@gmail.com,p1%2+!2UQyqY,2
542,Susan3Smith,Susan3Smith@yahoo.com,~X4!;=WDdHD|,1
543,Robert3Moore,Robert3Moore@uwaterloo.ca,}&$$2'5sIgNJ,1
544,Joseph3Williams,Joseph3Williams@yahoo.com,"*sfxq_HuG@g,",1
545,Lisa2White,Lisa2White@uwaterloo.ca,"RQU~j""1.GGaH",1
546,Robert1Jackson,Robert1Jackson@proton.me,+z8r2Xi<h*q-,1
547,Barbara2Williams,Barbara2Williams@uwaterloo.ca,iwffD$IZvVDo,1
548,Christopher2Rodriguez,Christopher2Rodriguez@outlook.ca,P?&#I7)u^SUy,2
549,James1Thomas,James1Thomas@proton.me,i?$h.PvS90uc,2
550,Matthew2Hernandez,Matthew2Hernandez@uwaterloo.ca,"5mMN^-ZxK.,M",2
551,Elizabeth2Gonzalez,Elizabeth2Gonzalez@yahoo.com,u3ZL%Q7q_v`T,2
552,Christopher2Garcia,Christopher2Garcia@uwaterloo.ca,".<,GFQY?I0;1",2
553,Susan2Davis,Susan2Davis@gmail.com,F>5{!65;qT_k,2
554,James1Brown,James1Brown@outlook.ca,.L$h:*T3giE',1
555,David2Davis,David2Davis@yahoo.com,4!d:&<D%'3lw,2
556,Jessica1White,Jessica1White@uwaterloo.ca,WsQ$tOR$rCpC,2
557,Jessica2Jones,Jessica2Jones@gmail.com,]7^'TDkRMSbE,1
558,Barbara3Moore,Barbara3Moore@proton.me,dkqE]h$U%.zg,1
559,Jessica1Wilson,Jessica1Wilson@outlook.ca,X1Q%HqLEE9w1,1
560,Jennifer2Hernandez,Jennifer2Hernandez@yahoo.com,^5~3h'gHizH<,1
561,Joseph1Perez,Joseph1Perez@uwaterloo.ca,[&*Uz{fA>^Lq,2
562,Joseph3Smith,Joseph3Smith@outlook.ca,Ba+lW7SfT%#;,2
563,Susan1Thompson,Susan1Thompson@proton.me,hy~Fp|IYT!\0,2
564,Daniel1Gonzalez,Daniel1Gonzalez@uwaterloo.ca,Cho(L]GZ8x+N,1
565,William1Williams,William1Williams@outlook.ca,",.d`OOi^%dM*",2
566,Susan3Moore,Susan3Moore@proton.me,Z0;h}XQu&BBL,2
567,Karen1Martinez,Karen1Martinez@proton.me,m@W3DNmHPP2(,2
568,John1Perez,John1Perez@uwaterloo.ca,NcuJ:evozU|9,1
569,Christopher2Miller,Christopher2Miller@gmail.com,W&1XZ$IenM;>,1
570,Mary2Wilson,Mary2Wilson@yahoo.com,%8#$TP!q=!a-,2
571,Thomas1Jackson,Thomas1Jackson@proton.me,ayO<*F/]DSP2,2
572,Robert2Jones,Robert2Jones@uwaterloo.ca,RhZ9#|=}Azbk,2
573,William3Miller,William3Miller@gmail.com,v*}eZ4EsaLX4,1
574,Elizabeth1White,Elizabeth1White@proton.me,wp~dcE`]9.Gu,2
575,Sarah1Jones,Sarah1Jones@yahoo.com,9T_ioZM(ol0a,1
576,John1Hernandez,John1Hernandez@proton.me,&uQ?Sd&v&94n,2
577,Karen2White,Karen2White@gmail.com,3eHRLTNZsr$N,1
578,Barbara1Rodriguez,Barbara1Rodriguez@outlook.ca,E1wl%g9^J\nL,1
579,James1Gonzalez,James1Gonzalez@gmail.com,"^"":R(3ny`SBU",2
580,Christopher1Williams,Christopher1Williams@yahoo.com,Zq~[{6:{`NuL,1
581,Nancy1Thompson,Nancy1Thompson@outlook.ca,22x4ET;MK9>?,2
582,Matthew2Miller,Matthew2Miller@outlook.ca,O'-JDRc'Xp!:,1
583,Thomas1Jones,Thomas1Jones@proton.me,"`Xhu}K34""%sV",1
584,James1Perez,James1Perez@proton.me,*j'K%jDy)Fef,1
585,Elizabeth2Davis,Elizabeth2Davis@gmail.com,"Fp%c$@p\eP^""",2
586,Thomas1Taylor,Thomas1Taylor@uwaterloo.ca,?y}M4KZKyiFm,1
587,Thomas2Taylor,Thomas2Taylor@gmail.com,pD;3TqxY*ELA,2
588,Sarah1Smith,Sarah1Smith@proton.me,Xw\#H*;aLyYm,2
589,William1Harris,William1Harris@yahoo.com,d[/aXkENhZo*,2
590,Patricia4Brown,Patricia4Brown@yahoo.com,1\?X#=le=v=0,1
591,John3Garcia,John3Garcia@gmail.com,;(N0T;WiIhXs,2
592,Michael2Perez,Michael2Perez@gmail.com,p3K;4X}I2\&?,1
593,Lisa2Garcia,Lisa2Garcia@uwaterloo.ca,aYA<0^H/%ag4,1
594,Patricia2Thompson,Patricia2Thompson@proton.me,IQ;o!-Vu_zso,1
595,Elizabeth2Martin,Elizabeth2Martin@outlook.ca,~PyOK:R/TRyh,2
596,James3Davis,James3Davis@proton.me,"yVfW>8cq,Y\4",1
597,Patricia3Thompson,Patricia3Thompson@outlook.ca,"Cm$vGw"",8/b-",2
598,Mary2Johnson,Mary2Johnson@uwaterloo.ca,y<D{Wm5qI)6W,1
599,Mary2Thompson,Mary2Thompson@uwaterloo.ca,D5l:APnx4V7v,1
600,Karen1Anderson,Karen1Anderson@outlook.ca,_Z9HqeG\^@Ws,1
601,John1Williams,John1Williams@gmail.com,"5nl^I^j/y,^s",1
602,James3Miller,James3Miller@gmail.com,@]Lg{e$Pm/di,2
603,Patricia4Davis,Patricia4Davis@yahoo.com,+d20;V\Mg98V,2
604,Lisa2Brown,Lisa2Brown@outlook.ca,NfLh!QZ`bCra,2
605,Matthew4Lee,Matthew4Lee@outlook.ca,TY&V5I%m&b@V,2
606,Mary1Harris,Mary1Harris@yahoo.com,r**l(Eewn?49,2
607,Robert4Harris,Robert4Harris@gmail.com,7k_|WmtoSUQH,1
608,Lisa2Taylor,Lisa2Taylor@gmail.com,~|&F{Koc/x>},1
609,Charles2Lee,Charles2Lee@gmail.com,"4h7apsl#z;,A",2
610,Thomas2Hernandez,Thomas2Hernandez@gmail.com,)<T/v::RLP6S,1
611,Christopher1Brown,Christopher1Brown@yahoo.com,}+nJFjYTg=g4,1
612,Joseph1Hernandez,Joseph1Hernandez@uwaterloo.ca,E;~5EfnWB@gd,2
613,Thomas1Garcia,Thomas1Garcia@yahoo.com,;Q`ue3S#u883,1
614,Jessica4Garcia,Jessica4Garcia@outlook.ca,g^1s#(re/'4p,2
615,Thomas4White,Thomas4White@yahoo.com,_}fa$gDb|E(T,2
616,Robert5Harris,Robert5Harris@proton.me,#hsMZSJ!D8kl,1
617,Daniel2Davis,Daniel2Davis@proton.me,1>l^:t0eh~@k,1
618,Susan3Brown,Susan3Brown@proton.me,]sJ\W6Vi^h84,1
619,Sarah2Thompson,Sarah2Thompson@outlook.ca,"!M':""&CKs~kj",1
620,Matthew3Martin,Matthew3Martin@proton.me,=D$q:XLbE3{#,1
621,Robert1Miller,Robert1Miller@outlook.ca,"YR,;_OQ<R{q*",2
622,William2Thomas,William2Thomas@proton.me,@|%df=O|>Dch,1
623,Sarah2Miller,Sarah2Miller@proton.me,QHQ{7-KA0<`n,2
624,Linda2Johnson,Linda2Johnson@proton.me,<hPnL<C!l+b{,2
625,Sarah2Brown,Sarah2Brown@yahoo.com,6[bYFe~ukWNu,1
626,Elizabeth3Moore,Elizabeth3Moore@yahoo.com,hOOQvRgx93\q,2
627,Barbara2Anderson,Barbara2Anderson@outlook.ca,Pu[rWurREL61,1
628,James2Garcia,James2Garcia@gmail.com,f9[n(g$%y?=I,2
629,Michael1Harris,Michael1Harris@uwaterloo.ca,"JK@;!@@+fY,""",1
630,Richard1Garcia,Richard1Garcia@uwaterloo.ca,Y(]f_xIc\c0E,1
631,Richard5Jackson,Richard5Jackson@yahoo.com,"R_$B,""l^O.5-",2
632,Karen1Perez,Karen1Perez@proton.me,2[LI>r)+h9pL,2
633,Joseph3Rodriguez,Joseph3Rodriguez@proton.me,"@S(*YHtD""KJV",2
634,James2Gonzalez,James2Gonzalez@proton.me,D2??tP\WG8zU,2
635,John1Wilson,John1Wilson@outlook.ca,?1y|`7f#o9$i,1
636,Linda4Jackson,Linda4Jackson@gmail.com,"{^,(&9,&:f'=",1
637,John2Hernandez,John2Hernandez@yahoo.com,"4t""I{L4'Wm~w",1
638,Susan3Martinez,Susan3Martinez@uwaterloo.ca,#F=l)Xt!9IMN,2
639,John1Smith,John1Smith@proton.me,TUUwR_YQmZ|~,1
640,Michael2Miller,Michael2Miller@gmail.com,H9Aw<jD5{yfJ,1
641,Christopher1Taylor,Christopher1Taylor@gmail.com,"=9""f'o($8yY;",1
642,Elizabeth1Miller,Elizabeth1Miller@yahoo.com,|wN/n3a8v<95,1
643,Charles1Jones,Charles1Jones@gmail.com,C6}Y]qAf[h5~,2
644,Thomas1Williams,Thomas1Williams@uwaterloo.ca,">(36WGI""'=K@",1
645,James2Martinez,James2Martinez@yahoo.com,T#M2By**g)`B,2
646,Karen1Williams,Karen1Williams@yahoo.com,WwVIt):&cTkS,2
647,Linda3Johnson,Linda3Johnson@uwaterloo.ca,"V^jH|y&/""uP@",1
648,Barbara3Williams,Barbara3Williams@proton.me,"E_8""1V8ko<Rg",2
649,Lisa2Lopez,Lisa2Lopez@outlook.ca,qP&Hz]CCc|F',2
650,Daniel1Martinez,Daniel1Martinez@proton.me,"Y*_f#>,!='Md",1
651,Linda1Perez,Linda1Perez@outlook.ca,:/<gjKrJq0/R,2
652,Linda2Martinez,Linda2Martinez@outlook.ca,"0up9m""]6^5us",1
653,John2Smith,John2Smith@gmail.com,"rGNB9-^-h,L|",1
654,Patricia1Harris,Patricia1Harris@gmail.com,h#P@#nq7Q'@!,2
655,Susan1Rodriguez,Susan1Rodriguez@uwaterloo.ca,NL+F3tHf(2v(,2
656,Thomas2Jackson,Thomas2Jackson@proton.me,3c?6P0^c0W^{,1
657,David2Thomas,David2Thomas@uwaterloo.ca,k~`+gZ^WM#z!,2
658,David1White,David1White@yahoo.com,"?)~p$q(aD(,E",1
659,Sarah1Harris,Sarah1Harris@yahoo.com,":,JIyGjaFROu",2
660,Jessica1Hernandez,Jessica1Hernandez@yahoo.com,VKlnuY`IvD]U,1
661,Linda5Jackson,Linda5Jackson@gmail.com,<kq7%kx#^Iti,2
662,Thomas1Brown,Thomas1Brown@gmail.com,"Yz*,Uqz0lLx/",2
